DataPoint,UnixTime,SessionTime,Wheel_RPM_Left,Wheel_RPM_Right,Stroke1_mm,Stroke2_mm,GPS_Lat,GPS_Lng,GPS_Age,GPS_Course,GPS_Speed,IMU_AccelX,IMU_AccelY,IMU_AccelZ,IMU_GyroX,IMU_GyroY,IMU_GyroZ
1717,1776426871375,317589,571.20,568.00,22.80,21.26,42.667463,-83.217672,113.00,320.94,48.95,0.4910,-0.0920,0.9740,-0.1390,-0.0320,-0.0460
1718,1776426871575,317789,578.40,575.60,22.51,20.60,42.667447,-83.217646,128.00,319.46,49.63,0.3790,-0.1820,0.9940,0.0710,-0.1370,-0.0910
1719,1776426871775,317989,584.90,580.60,22.29,19.93,42.667430,-83.217621,145.00,317.27,50.10,0.2630,-0.2710,1.0150,0.1880,-0.0120,-0.1350
1720,1776426871975,318189,588.90,582.20,22.36,19.18,42.667412,-83.217597,149.00,314.39,50.36,0.1450,-0.3590,0.9570,0.0450,0.0500,-0.1790
1721,1776426872175,318389,590.90,582.00,22.11,18.53,42.667393,-83.217575,82.00,310.81,50.41,0.0250,-0.4450,0.9850,0.1440,-0.1950,-0.2230
1722,1776426872376,318590,588.60,580.70,22.30,17.84,42.667373,-83.217555,141.00,306.54,50.24,-0.0940,-0.5300,0.9750,-0.1790,0.1570,-0.2650
1723,1776426872576,318790,584.30,575.70,22.20,17.09,42.667352,-83.217537,136.00,301.56,49.85,-0.2130,-0.6140,0.9880,-0.1730,0.1940,-0.3070
1724,1776426872776,318990,579.00,568.40,22.73,16.43,42.667330,-83.217523,95.00,295.85,49.26,-0.3300,-0.6950,1.0490,0.1910,-0.0570,-0.3470
1725,1776426872976,319190,569.30,557.90,22.88,15.91,42.667307,-83.217512,53.00,289.40,48.46,-0.4440,-0.7730,1.0320,0.1270,-0.0080,-0.3870
1726,1776426873176,319390,559.90,545.50,22.83,15.27,42.667284,-83.217505,143.00,282.16,47.47,-0.5530,-0.8490,0.9580,0.1910,-0.0600,-0.4240
1727,1776426873376,319590,545.70,531.80,22.94,14.64,42.667261,-83.217503,74.00,274.11,46.29,-0.6560,-0.9210,1.0330,-0.1100,-0.1120,-0.4610
1728,1776426873576,319790,530.10,514.50,23.08,14.02,42.667238,-83.217505,67.00,265.18,44.93,-0.7530,-0.9910,1.0000,0.0000,0.0500,-0.4950
1729,1776426873776,319990,514.00,496.00,23.15,13.58,42.667217,-83.217513,119.00,255.33,43.41,-0.8430,-1.0560,1.0290,0.0790,-0.0080,-0.5280
1730,1776426873976,320190,494.80,476.30,23.38,12.96,42.667198,-83.217525,126.00,244.49,41.75,-0.9240,-1.1180,1.0160,-0.0490,-0.1620,-0.5590
1731,1776426873977,320191,,,,,,,,,,,,,,,
1732,1776426874177,320391,474.30,454.90,23.35,12.59,42.667183,-83.217541,132.00,232.58,39.96,-0.9960,-1.1760,0.9520,0.0270,0.0300,-0.5880
1733,1776426874377,320591,451.60,432.00,23.18,12.25,42.667171,-83.217561,104.00,219.50,38.05,-1.0580,-1.2300,0.9910,0.1960,0.1460,-0.6150
1734,1776426874577,320791,429.00,410.10,23.18,11.75,42.667163,-83.217583,109.00,205.14,36.06,-1.1090,-1.2790,1.0080,-0.1620,-0.0550,-0.6400
1735,1776426874777,320991,406.30,385.70,23.34,11.34,42.667160,-83.217606,78.00,189.37,33.99,-1.1490,-1.3240,1.0030,-0.0760,-0.1790,-0.6620
1736,1776426874977,321191,381.80,360.10,23.25,11.07,42.667162,-83.217628,110.00,172.06,31.87,-1.1780,-1.3640,1.0180,-0.1190,-0.1820,-0.6820
1737,1776426875177,321391,356.30,334.60,23.09,10.83,42.667169,-83.217646,90.00,153.01,29.72,-1.1950,-1.3990,1.0360,-0.0200,0.1150,-0.6990
1738,1776426875377,321591,331.60,309.70,23.07,10.54,42.667179,-83.217658,87.00,132.02,27.56,-1.2000,-1.4290,1.0260,-0.0570,0.0690,-0.7140
1739,1776426875577,321791,308.20,284.80,23.01,10.39,42.667191,-83.217664,142.00,108.87,25.41,-1.1930,-1.4540,0.9810,-0.1550,-0.1160,-0.7270
1740,1776426875777,321991,,,22.77,10.18,,,,,,,,,,,
1741,1776426875778,321992,283.20,258.80,23.04,11.78,42.667203,-83.217662,61.00,83.28,23.30,-1.1740,-1.4730,0.9970,0.1910,0.1770,-0.7370
1742,1776426875978,322192,259.40,235.60,22.55,10.10,42.667212,-83.217653,86.00,54.94,21.24,-1.1440,-1.4870,0.9640,-0.0870,0.0050,-0.7440
1743,1776426876178,322392,235.70,211.50,22.68,10.03,42.667215,-83.217641,127.00,23.49,19.25,-1.1020,-1.4960,1.0130,-0.1070,0.1680,-0.7480
1744,1776426876378,322592,213.10,190.30,22.27,10.08,42.667214,-83.217630,94.00,348.53,17.37,-1.0480,-1.5000,1.0280,0.0950,0.1180,-0.7500
1745,1776426876578,322792,193.60,169.30,22.36,9.98,42.667208,-83.217623,58.00,309.66,15.59,-0.9850,-1.4980,0.9530,0.1110,-0.0230,-0.7490
1746,1776426876778,322992,174.10,150.50,21.78,10.15,42.667201,-83.217624,51.00,266.42,13.95,-0.9120,-1.4910,0.9840,0.0570,-0.0540,-0.7450
1747,1776426876978,323192,157.30,132.30,22.55,11.74,42.667197,-83.217630,78.00,218.41,12.46,-0.8290,-1.4780,0.9900,0.1600,-0.0030,-0.7390
1748,1776426876979,323193,,,,,,,,,,,,,,,
1749,1776426877178,323392,142.10,117.80,21.40,10.24,42.667198,-83.217638,64.00,165.33,11.13,-0.7380,-1.4600,1.0260,-0.0770,0.0790,-0.7300
1750,1776426877179,323393,,,,,,,,,,,,,,,
1751,1776426877379,323593,127.90,105.60,21.33,10.58,42.667203,-83.217640,96.00,107.05,9.98,-0.6400,-1.4370,1.0210,0.0670,0.0400,-0.7190
1752,1776426877579,323793,115.90,93.30,21.24,10.76,42.667206,-83.217635,146.00,43.81,9.02,-0.5360,-1.4090,0.9800,-0.0390,0.1390,-0.7040
1753,1776426877779,323993,107.20,84.50,20.78,11.00,42.667204,-83.217630,90.00,336.34,8.25,-0.4260,-1.3750,1.0180,0.0520,-0.1110,-0.6880
1754,1776426877979,324193,99.20,78.80,20.76,11.25,42.667201,-83.217630,71.00,265.96,7.69,-0.3120,-1.3370,1.0260,-0.0230,0.0400,-0.6680
1755,1776426878179,324393,95.30,75.20,20.29,11.71,42.667200,-83.217635,82.00,194.60,7.34,-0.1950,-1.2940,0.9870,0.0610,0.0700,-0.6470
1756,1776426878379,324593,92.90,73.30,20.02,11.99,42.667203,-83.217638,148.00,124.59,7.20,-0.0750,-1.2460,1.0390,0.0440,-0.0950,-0.6230
1757,1776426878579,324793,93.40,75.00,20.26,12.44,42.667206,-83.217636,144.00,58.26,7.28,0.0450,-1.1940,0.9970,-0.1420,0.0560,-0.5970
1758,1776426878779,324993,97.00,79.50,20.38,12.99,42.667206,-83.217630,140.00,357.54,7.58,0.1640,-1.1370,0.9970,0.1620,0.1110,-0.5680
1759,1776426878979,325193,101.70,85.00,20.61,13.33,42.667202,-83.217627,62.00,303.67,8.08,0.2820,-1.0760,0.9990,0.1960,-0.1250,-0.5380
1760,1776426879179,325393,,,20.69,13.83,,,,,,,,,,,
1761,1776426879180,325394,110.60,94.80,21.46,14.86,42.667198,-83.217629,90.00,257.15,8.80,0.3970,-1.0120,1.0290,0.1840,0.1860,-0.5060
1762,1776426879380,325594,121.00,105.00,21.18,14.45,42.667195,-83.217634,65.00,217.85,9.71,0.5080,-0.9430,0.9980,0.0550,0.0670,-0.4720
1763,1776426879580,325794,133.20,119.50,21.23,15.05,42.667195,-83.217641,140.00,185.24,10.82,0.6140,-0.8720,1.0180,-0.0350,-0.1140,-0.4360
1764,1776426879780,325994,146.90,134.10,21.49,15.63,42.667197,-83.217649,144.00,158.59,12.10,0.7140,-0.7970,0.9690,0.1200,-0.1640,-0.3980
1765,1776426879980,326194,164.40,152.10,21.76,16.20,42.667201,-83.217656,87.00,137.12,13.56,0.8070,-0.7190,1.0270,-0.0720,0.0370,-0.3600
1766,1776426880180,326394,182.10,170.50,21.85,16.90,42.667208,-83.217661,76.00,120.06,15.16,0.8910,-0.6390,1.0000,0.1410,0.1400,-0.3200
1767,1776426880380,326594,201.90,192.60,22.11,17.54,42.667216,-83.217664,89.00,106.73,16.90,0.9670,-0.5570,1.0250,0.0080,0.1710,-0.2780
1768,1776426880580,326794,222.10,214.00,22.21,18.23,42.667225,-83.217665,112.00,96.55,18.76,1.0330,-0.4720,1.0290,0.0870,-0.1410,-0.2360
1769,1776426880780,326994,,,22.51,18.95,,,,,,,,,,,
1770,1776426880781,326995,243.90,238.50,23.01,19.28,42.667236,-83.217665,73.00,89.01,20.72,1.0890,-0.3860,0.9720,0.1190,0.0220,-0.1930
1771,1776426880981,327195,268.10,262.60,22.53,19.65,42.667247,-83.217664,78.00,83.71,22.76,1.1340,-0.2980,1.0360,-0.0050,-0.1770,-0.1490
1772,1776426881181,327395,290.30,287.20,22.72,20.40,42.667259,-83.217661,91.00,80.30,24.86,1.1670,-0.2100,0.9520,0.0930,-0.1250,-0.1050
1773,1776426881381,327595,314.50,313.20,22.78,21.05,42.667272,-83.217657,70.00,78.50,27.00,1.1890,-0.1200,0.9700,-0.1040,-0.0610,-0.0600
1774,1776426881581,327795,340.50,339.50,23.09,21.83,42.667287,-83.217653,67.00,78.08,29.16,1.1990,-0.0300,1.0240,0.1090,0.0860,-0.0150
1775,1776426881781,327995,364.60,364.10,23.25,22.45,42.667302,-83.217649,106.00,78.85,31.32,1.1970,0.0600,1.0350,0.0450,0.0280,0.0300
1776,1776426881981,328195,388.90,389.50,23.26,23.28,42.667318,-83.217645,57.00,80.66,33.45,1.1830,0.1490,1.0210,-0.1810,-0.0520,0.0750
1777,1776426882181,328395,410.80,416.20,23.10,23.98,42.667336,-83.217642,85.00,83.38,35.53,1.1580,0.2390,1.0000,-0.0520,-0.0420,0.1190
1778,1776426882381,328595,434.70,439.40,23.51,24.71,42.667355,-83.217641,112.00,86.90,37.55,1.1200,0.3270,0.9740,-0.1980,0.1640,0.1640
1779,1776426882581,328795,,,23.39,25.34,,,,,,,,,,,
1780,1776426882582,328796,456.90,462.20,23.88,24.85,42.667374,-83.217642,93.00,91.15,39.48,1.0720,0.4140,1.0300,0.0460,0.1260,0.2070
1781,1776426882782,328996,475.60,485.20,23.15,26.09,42.667395,-83.217645,108.00,96.05,41.30,1.0130,0.5000,0.9510,-0.0290,0.1160,0.2500
1782,1776426882982,329196,495.40,504.00,23.35,26.68,42.667416,-83.217650,127.00,101.54,43.00,0.9430,0.5840,0.9550,0.1920,0.0770,0.2920
1783,1776426883182,329396,513.50,524.40,23.22,27.24,42.667437,-83.217659,93.00,107.59,44.55,0.8650,0.6660,1.0300,0.1280,0.0440,0.3330
1784,1776426883382,329596,528.90,541.40,23.25,27.88,42.667458,-83.217672,119.00,114.15,45.95,0.7770,0.7450,1.0340,0.1240,0.1540,0.3730
1785,1776426883582,329796,541.70,554.80,23.14,28.49,42.667478,-83.217689,69.00,121.20,47.18,0.6820,0.8220,0.9840,-0.0310,-0.0600,0.4110
1786,1776426883782,329996,554.30,567.60,23.09,29.08,42.667497,-83.217709,60.00,128.72,48.23,0.5800,0.8960,0.9570,-0.1570,-0.1270,0.4480
1787,1776426883982,330196,562.90,579.10,22.71,29.82,42.667514,-83.217734,69.00,136.68,49.08,0.4720,0.9660,0.9720,0.0820,-0.0940,0.4830
1788,1776426884182,330396,570.70,586.80,22.73,30.21,42.667528,-83.217761,99.00,145.09,49.72,0.3600,1.0330,0.9730,-0.1550,0.1650,0.5170
1789,1776426884382,330596,573.90,592.60,22.43,30.84,42.667539,-83.217792,138.00,153.94,50.16,0.2440,1.0970,1.0480,-0.0340,-0.1870,0.5480
1790,1776426884383,330597,,,,,,,,,,,,,,,
1791,1776426884583,330797,576.80,596.30,22.28,31.24,42.667546,-83.217825,70.00,163.23,50.39,0.1250,1.1560,0.9870,-0.0200,0.1530,0.5780
1792,1776426884783,330997,577.40,596.90,22.09,31.78,42.667549,-83.217859,56.00,172.95,50.40,0.0050,1.2110,1.0500,-0.1870,-0.0740,0.6060
1793,1776426884983,331197,574.50,594.20,23.34,30.93,42.667548,-83.217893,98.00,183.13,50.19,-0.1150,1.2620,1.0170,-0.0060,-0.1140,0.6310
1794,1776426885183,331397,568.50,589.70,22.36,32.41,42.667542,-83.217925,147.00,193.77,49.77,-0.2330,1.3080,0.9720,-0.1010,-0.0670,0.6540
1795,1776426885383,331597,560.20,583.40,22.76,32.79,42.667532,-83.217956,142.00,204.89,49.14,-0.3500,1.3500,0.9910,0.0330,0.0480,0.6750
1796,1776426885583,331797,550.90,572.40,22.59,33.06,42.667517,-83.217982,80.00,216.50,48.31,-0.4620,1.3870,0.9650,0.1450,0.0910,0.6930
1797,1776426885783,331997,538.10,561.20,22.86,33.39,42.667500,-83.218003,85.00,228.65,47.28,-0.5710,1.4190,1.0010,-0.1410,0.1980,0.7090
1798,1776426885983,332197,524.00,548.10,23.09,33.66,42.667479,-83.218018,114.00,241.34,46.07,-0.6730,1.4450,0.9670,-0.0630,-0.1950,0.7230
1799,1776426886183,332397,508.30,531.80,23.14,33.68,42.667458,-83.218026,87.00,254.62,44.68,-0.7690,1.4670,1.0290,0.1530,-0.0030,0.7330
1800,1776426886184,332398,,,,,,,,,,,,,,,
1801,1776426886384,332598,490.90,513.30,23.30,33.81,42.667436,-83.218027,83.00,268.54,43.14,-0.8570,1.4830,0.9640,0.0970,-0.0160,0.7410
1802,1776426886584,332798,470.90,494.40,23.26,33.92,42.667416,-83.218021,117.00,283.12,41.46,-0.9370,1.4940,0.9690,0.0060,-0.0110,0.7470
1803,1776426886784,332998,448.90,474.10,23.22,34.02,42.667399,-83.218008,136.00,298.42,39.64,-1.0070,1.4990,0.9530,-0.1790,-0.1860,0.7500
1804,1776426886984,333198,426.20,451.30,23.14,33.94,42.667385,-83.217990,70.00,314.51,37.72,-1.0670,1.4990,0.9890,0.0290,-0.1180,0.7500
1805,1776426887184,333398,403.90,426.70,23.09,33.91,42.667377,-83.217968,80.00,331.44,35.71,-1.1170,1.4940,1.0290,0.0980,0.1070,0.7470
1806,1776426887384,333598,378.80,403.10,23.23,33.92,42.667374,-83.217946,84.00,349.29,33.63,-1.1550,1.4830,0.9620,-0.0220,-0.1760,0.7420
1807,1776426887584,333798,353.80,378.10,23.18,33.71,42.667376,-83.217925,137.00,8.13,31.51,-1.1820,1.4670,0.9950,0.0900,0.1850,0.7340
1808,1776426887784,333998,330.20,353.00,23.19,33.60,42.667383,-83.217907,81.00,28.07,29.35,-1.1970,1.4460,0.9910,0.0510,0.0490,0.7230
1809,1776426887785,333999,,,,,,,,,,,,,,,
1810,1776426887985,334199,304.60,328.00,23.35,32.00,42.667393,-83.217895,128.00,49.19,27.19,-1.2000,1.4200,0.9780,0.1010,-0.1040,0.7100
1811,1776426888185,334399,280.80,303.30,22.93,33.20,42.667405,-83.217890,76.00,71.62,25.05,-1.1910,1.3880,0.9680,0.0210,-0.1420,0.6940
1812,1776426888385,334599,255.40,278.60,22.80,32.84,42.667416,-83.217891,78.00,95.45,22.95,-1.1700,1.3510,0.9730,0.0320,-0.1110,0.6760
1813,1776426888585,334799,233.00,253.00,22.55,32.50,42.667425,-83.217899,71.00,120.81,20.90,-1.1370,1.3100,1.0500,-0.0920,-0.1780,0.6550
1814,1776426888785,334999,209.20,229.70,22.63,32.05,42.667430,-83.217910,100.00,147.83,18.93,-1.0930,1.2640,0.9740,-0.1900,-0.1840,0.6320
1815,1776426888985,335199,188.20,208.50,22.45,31.75,42.667431,-83.217921,84.00,176.60,17.06,-1.0390,1.2130,0.9820,-0.1590,-0.1570,0.6060
1816,1776426889185,335399,169.50,188.00,22.22,31.34,42.667427,-83.217930,73.00,207.20,15.31,-0.9730,1.1580,1.0110,-0.1120,-0.1430,0.5790
1817,1776426889385,335599,150.40,168.70,22.00,30.73,42.667422,-83.217935,129.00,239.67,13.69,-0.8980,1.0990,0.9910,-0.0100,-0.1400,0.5490
1818,1776426889585,335799,134.30,150.80,21.86,30.35,42.667415,-83.217934,120.00,273.94,12.23,-0.8140,1.0350,0.9950,-0.1560,0.1450,0.5180
1819,1776426889785,335999,119.80,134.90,21.52,29.83,42.667411,-83.217930,143.00,309.81,10.93,-0.7220,0.9680,1.0470,0.0230,0.1560,0.4840
1820,1776426889985,336199,107.00,121.90,21.15,29.23,42.667410,-83.217923,86.00,346.87,9.80,-0.6230,0.8980,0.9530,-0.0670,0.1010,0.4490
1821,1776426889986,336200,,,,,,,,,,,,,,,
1822,1776426890186,336400,96.40,110.40,21.27,28.69,42.667412,-83.217918,107.00,24.47,8.87,-0.5180,0.8240,0.9820,-0.1100,0.0550,0.4120
1823,1776426890386,336600,89.10,99.80,20.73,28.01,42.667416,-83.217915,98.00,61.64,8.14,-0.4070,0.7480,1.0020,-0.1990,0.1530,0.3740
1824,1776426890586,336800,83.00,93.20,20.74,27.40,42.667419,-83.217916,57.00,97.16,7.61,-0.2920,0.6680,1.0270,0.0250,-0.1660,0.3340
1825,1776426890786,337000,79.80,88.90,20.24,26.73,42.667422,-83.217919,60.00,129.68,7.30,-0.1750,0.5870,1.0300,0.0280,0.0620,0.2930
1826,1776426890986,337200,79.00,88.50,20.13,26.12,42.667423,-83.217923,66.00,157.93,7.20,-0.0550,0.5030,1.0100,-0.0220,-0.1690,0.2510
1827,1776426891186,337400,82.70,88.20,20.19,25.39,42.667423,-83.217928,84.00,181.00,7.32,0.0650,0.4170,1.0370,-0.0420,0.0720,0.2090
1828,1776426891386,337600,85.60,91.30,20.33,24.59,42.667422,-83.217933,138.00,198.46,7.65,0.1840,0.3300,0.9820,-0.2000,0.0500,0.1650
1829,1776426891586,337800,94.30,98.00,20.71,23.85,42.667420,-83.217938,103.00,210.40,8.19,0.3020,0.2420,0.9780,0.0520,0.0540,0.1210
1830,1776426891786,338000,102.70,105.10,20.86,23.13,42.667417,-83.217943,62.00,217.29,8.94,0.4160,0.1520,0.9630,-0.0490,-0.0710,0.0760
1831,1776426891986,338200,114.40,114.80,21.73,22.39,42.667414,-83.217948,143.00,219.86,9.89,0.5260,0.0630,0.9810,-0.1910,0.1880,0.0310
1832,1776426892186,338400,,,21.24,21.78,,,,,,,,,,,
1833,1776426892187,338401,129.30,127.30,21.89,21.89,42.667411,-83.217954,60.00,218.85,11.02,0.6310,-0.0270,0.9560,0.0490,0.0160,-0.0140
1834,1776426892387,338601,144.50,143.50,21.61,21.04,42.667407,-83.217961,82.00,215.01,12.34,0.7300,-0.1170,1.0170,-0.0100,-0.1200,-0.0590
1835,1776426892587,338801,162.90,159.80,21.75,20.25,42.667404,-83.217969,114.00,208.95,13.82,0.8210,-0.2070,1.0440,0.0880,-0.1780,-0.1030
1836,1776426892787,339001,181.60,176.90,22.19,19.60,42.667401,-83.217979,146.00,201.21,15.44,0.9050,-0.2950,1.0280,0.0900,0.1780,-0.1480
1837,1776426892987,339201,204.20,197.90,22.17,18.85,42.667399,-83.217990,80.00,192.20,17.21,0.9790,-0.3830,0.9780,0.1400,-0.0020,-0.1920
1838,1776426893187,339401,226.60,217.60,22.47,18.17,42.667399,-83.218003,88.00,182.25,19.08,1.0430,-0.4690,0.9900,0.1890,-0.0940,-0.2350
1839,1776426893387,339601,248.60,240.00,22.61,17.57,42.667400,-83.218017,93.00,171.61,21.06,1.0970,-0.5540,1.0200,0.1840,-0.1080,-0.2770
1840,1776426893587,339801,273.50,264.30,22.55,16.91,42.667404,-83.218032,115.00,160.46,23.11,1.1400,-0.6370,0.9550,-0.0730,0.1310,-0.3180
1841,1776426893787,340001,299.30,287.40,22.64,16.34,42.667411,-83.218047,124.00,148.96,25.22,1.1720,-0.7170,0.9690,-0.1630,-0.0530,-0.3580
1842,1776426893987,340201,324.70,311.10,23.14,15.56,42.667420,-83.218060,113.00,137.21,27.37,1.1920,-0.7950,1.0140,0.1620,-0.0550,-0.3970
1843,1776426894187,340401,350.90,337.20,22.98,15.00,42.667432,-83.218072,72.00,125.29,29.53,1.2000,-0.8690,0.9960,-0.1950,0.0160,-0.4350
1844,1776426894387,340601,,,23.01,14.43,,,,,,,,,,,
1845,1776426894388,340602,376.80,360.80,23.57,15.48,42.667447,-83.218080,121.00,113.27,31.68,1.1960,-0.9410,1.0360,-0.0280,0.1530,-0.4710
1846,1776426894588,340802,400.80,386.00,23.23,13.99,42.667463,-83.218085,76.00,101.18,33.80,1.1800,-1.0090,0.9870,-0.0910,-0.1870,-0.5050
1847,1776426894788,341002,425.70,409.40,23.32,13.43,42.667481,-83.218085,73.00,89.07,35.88,1.1520,-1.0740,1.0290,0.0850,-0.1110,-0.5370
1848,1776426894988,341202,449.80,432.10,23.30,12.88,42.667500,-83.218079,54.00,76.94,37.88,1.1130,-1.1350,0.9930,-0.0660,0.0110,-0.5680
1849,1776426895188,341402,472.20,453.10,23.17,12.44,42.667518,-83.218067,104.00,64.82,39.79,1.0630,-1.1920,0.9640,0.0830,-0.0880,-0.5960
1850,1776426895388,341602,493.10,474.10,23.20,11.98,42.667534,-83.218050,58.00,52.71,41.60,1.0020,-1.2440,1.0470,-0.0300,-0.0590,-0.6220
1851,1776426895588,341802,513.20,492.70,23.46,11.63,42.667548,-83.218028,80.00,40.63,43.27,0.9310,-1.2920,0.9660,0.0450,-0.1500,-0.6460
1852,1776426895788,342002,532.60,511.00,23.10,11.34,42.667559,-83.218001,102.00,28.56,44.80,0.8500,-1.3360,1.0170,-0.1910,-0.0280,-0.6680
1853,1776426895988,342202,548.30,527.10,23.82,12.43,42.667565,-83.217971,58.00,16.52,46.17,0.7620,-1.3740,1.0490,0.1440,0.1760,-0.6870
1854,1776426896188,342402,563.10,539.80,23.23,10.83,42.667567,-83.217939,70.00,4.49,47.37,0.6650,-1.4080,1.0290,-0.0330,0.0090,-0.7040
1855,1776426896389,342603,573.60,551.20,23.00,10.46,42.667564,-83.217906,108.00,352.48,48.38,0.5620,-1.4360,0.9780,-0.1110,0.0430,-0.7180
1856,1776426896589,342803,584.90,561.40,22.95,10.38,42.667556,-83.217875,72.00,340.47,49.20,0.4540,-1.4600,1.0140,-0.1130,-0.1540,-0.7300
1857,1776426896789,343003,591.70,568.40,22.75,10.12,42.667543,-83.217846,133.00,328.47,49.81,0.3400,-1.4780,0.9970,0.1530,-0.0460,-0.7390
1858,1776426896989,343203,595.50,573.10,22.49,10.16,42.667526,-83.217821,91.00,316.46,50.21,0.2240,-1.4910,1.0350,-0.0530,-0.0190,-0.7450
1859,1776426897189,343403,598.60,574.20,22.17,10.11,42.667505,-83.217802,99.00,304.43,50.40,0.1050,-1.4980,1.0380,-0.0570,0.1240,-0.7490
1860,1776426897389,343603,597.10,575.00,22.17,10.09,42.667482,-83.217789,102.00,292.38,50.38,-0.0150,-1.5000,1.0020,0.0810,-0.1800,-0.7500
1861,1776426897589,343803,595.40,570.60,22.14,10.12,42.667457,-83.217783,147.00,280.30,50.13,-0.1350,-1.4970,0.9860,-0.1760,0.1720,-0.7480
1862,1776426897789,344003,589.20,565.30,22.47,10.14,42.667432,-83.217784,139.00,268.18,49.68,-0.2530,-1.4880,0.9510,-0.0830,0.0060,-0.7440
1863,1776426897989,344203,582.30,557.90,22.66,10.14,42.667409,-83.217792,110.00,256.01,49.01,-0.3690,-1.4740,1.0370,-0.1020,-0.1500,-0.7370
1864,1776426898189,344403,571.10,547.70,22.71,10.43,42.667387,-83.217806,109.00,243.79,48.15,-0.4810,-1.4540,1.0080,0.1400,-0.0230,-0.7270
1865,1776426898390,344604,559.60,535.50,22.74,10.63,42.667369,-83.217826,97.00,231.50,47.09,-0.5880,-1.4300,0.9510,0.0020,-0.0070,-0.7150
1866,1776426898590,344804,544.70,523.00,23.02,10.83,42.667354,-83.217851,112.00,219.14,45.85,-0.6900,-1.4000,0.9560,0.0760,0.1000,-0.7000
1867,1776426898790,345004,528.40,505.90,22.93,11.13,42.667344,-83.217878,136.00,206.71,44.44,-0.7840,-1.3650,1.0100,-0.0830,-0.0870,-0.6830
1868,1776426898990,345204,509.80,488.20,23.09,11.41,42.667339,-83.217906,101.00,194.20,42.87,-0.8710,-1.3250,1.0220,0.0100,-0.1380,-0.6630
1869,1776426899190,345404,488.30,467.90,23.32,11.69,42.667338,-83.217934,76.00,181.61,41.16,-0.9490,-1.2810,0.9860,-0.0460,0.0970,-0.6400
1870,1776426899390,345604,467.20,448.10,23.27,12.09,42.667342,-83.217960,124.00,168.93,39.33,-1.0180,-1.2320,1.0410,-0.0480,-0.0230,-0.6160
1871,1776426899590,345804,445.40,425.80,23.23,12.57,42.667350,-83.217983,59.00,156.18,37.39,-1.0760,-1.1780,1.0460,0.1310,0.0440,-0.5890
1872,1776426899790,346004,420.90,402.70,23.15,12.97,42.667360,-83.218002,111.00,143.36,35.37,-1.1240,-1.1200,1.0490,-0.0300,0.0160,-0.5600
1873,1776426899991,346205,395.60,379.70,23.21,13.45,42.667373,-83.218017,144.00,130.49,33.28,-1.1600,-1.0580,0.9610,-0.1850,-0.1210,-0.5290
1874,1776426900191,346405,369.80,353.70,23.12,14.13,42.667386,-83.218027,57.00,117.59,31.15,-1.1850,-0.9930,0.9570,0.0310,0.1720,-0.4960
1875,1776426900391,346605,344.20,330.20,23.23,14.62,42.667400,-83.218032,86.00,104.70,28.99,-1.1980,-0.9240,1.0230,0.0020,0.1080,-0.4620
1876,1776426900591,346805,319.90,305.00,22.86,15.17,42.667414,-83.218032,58.00,91.86,26.83,-1.1990,-0.8510,0.9860,-0.1320,-0.0380,-0.4260
1877,1776426900791,347005,294.00,280.60,22.93,15.79,42.667426,-83.218029,78.00,79.15,24.69,-1.1880,-0.7760,1.0200,-0.0270,0.1680,-0.3880
1878,1776426900991,347205,268.00,256.60,22.73,16.34,42.667436,-83.218023,68.00,66.67,22.60,-1.1650,-0.6970,0.9920,-0.0700,0.1640,-0.3490
1879,1776426901191,347405,243.40,233.60,22.74,16.99,42.667445,-83.218015,51.00,54.54,20.56,-1.1310,-0.6160,1.0070,0.0920,-0.0710,-0.3080
1880,1776426901391,347605,221.20,213.20,22.38,17.69,42.667451,-83.218006,136.00,42.94,18.61,-1.0850,-0.5330,0.9830,0.0670,0.0310,-0.2670
1881,1776426901591,347805,199.20,191.00,22.30,18.39,42.667456,-83.217996,119.00,32.12,16.76,-1.0280,-0.4480,1.0070,0.1830,-0.0520,-0.2240
1882,1776426901791,348005,178.50,171.40,22.04,19.20,42.667458,-83.217987,81.00,22.39,15.03,-0.9610,-0.3610,1.0200,-0.0770,0.1980,-0.1810
1883,1776426901991,348205,,,22.00,19.76,,,,,,,,,,,
1884,1776426901992,348206,157.50,154.00,22.50,19.99,42.667460,-83.217978,129.00,14.15,13.43,-0.8850,-0.2730,1.0080,-0.1820,0.1590,-0.1370
1885,1776426902192,348406,141.90,138.10,21.77,20.55,42.667461,-83.217970,100.00,7.92,12.00,-0.8000,-0.1850,1.0160,0.1830,-0.1820,-0.0920
1886,1776426902392,348606,125.80,124.30,21.42,21.26,42.667461,-83.217963,86.00,4.34,10.72,-0.7060,-0.0950,1.0310,-0.1140,0.1140,-0.0470
1887,1776426902592,348806,112.50,112.80,21.44,21.98,42.667462,-83.217956,99.00,4.13,9.63,-0.6060,-0.0050,1.0080,-0.0710,-0.1470,-0.0030
1888,1776426902792,349006,100.60,103.20,21.24,22.69,42.667462,-83.217950,68.00,8.06,8.73,-0.4990,0.0850,0.9610,0.1180,0.0210,0.0420
1889,1776426902992,349206,92.20,94.70,20.98,23.35,42.667463,-83.217945,73.00,16.85,8.04,-0.3880,0.1750,0.9830,-0.1250,0.1370,0.0870
1890,1776426903192,349406,85.10,89.60,20.54,24.08,42.667465,-83.217941,61.00,30.99,7.55,-0.2730,0.2640,0.9730,0.0660,0.1900,0.1320
